Game_Number,XGID,Move,ND/NDR,DT/RDT,DD/RDD
550,XGID=-b---BC-D---eD---a-cb-bAA-:0:0:1:63:0:0:3:0:8,23/17* 8/5,,,
550,XGID=ab---CC-C---eD---A-cb-b-A-:0:0:-1:52:0:0:3:0:8,Bar/23 13/8*,,,
550,XGID=-ba--CC-C---dD---a-cb-b-AA:0:0:1:41:0:0:3:0:8,Bar/21 24/23,,,
550,XGID=-ba--CC-C---dD---a-cbAbA--:0:0:-1:63:0:0:3:0:8,13/4*,,,
550,XGID=-ba--CC-C---cD---a-cbabA-A:0:0:1:43:0:0:3:0:8,Bar/21* 5/2*,,,
550,XGID=bbA--BC-C---cD---a-cbAbA--:0:0:-1:61:0:0:3:0:8,Bar/24,,,
550,XGID=acA--BC-C---cD---a-cbAbA--:1:-1:1:D:0:0:3:0:8,,0.725,0.817,1.0
550,XGID=acA--BC-C---cD---a-cbAbA--:1:-1:1:21:0:0:3:0:8,23/21 6/5,,,
550,XGID=acA--CB-C---cD---a-cbBb---:1:-1:-1:43:0:0:3:0:8,Bar/21 24/21,,,
550,XGID=-bA-bCB-C---cD---a-cbBb---:1:-1:1:52:0:0:3:0:8,8/3 5/3,,,
550,XGID=-bABbBB-B---cD---a-cbBb---:1:-1:-1:54:0:0:3:0:8,13/8 6/2,,,
550,XGID=-bABbBB-B---bD---b-bbBba--:1:-1:1:62:0:0:3:0:8,8/6 8/2,,,
550,XGID=-bBBbBC-----bD---b-bbBba--:1:-1:-1:21:0:0:3:0:8,8/7 8/6,,,
550,XGID=-bBBbBC-----bD----acbBba--:1:-1:1:62:0:0:3:0:8,13/5,,,
550,XGID=-bBBbCC-----bC----acbBba--:1:-1:-1:21:0:0:3:0:8,7/5 3/2,,,
550,XGID=-bBBbCC-----bC-----ccBab--:1:-1:1:62:0:0:3:0:8,21/13,,,
550,XGID=-bBBbCC-----bD-----ccAab--:1:-1:-1:61:0:0:3:0:8,13/7 5/4*,,,
550,XGID=-bBBbCC-----aD----acbaab-A:1:-1:1:64:0:0:3:0:8,Bar/21* 13/7,,,
550,XGID=abBBbCCA----aC----acbAab--:1:-1:-1:43:0:0:3:0:8,Bar/21 7/4*,,,
550,XGID=-bBBcCCA----aC-----cbaab-A:1:-1:1:54:0:0:3:0:8,Bar/21* 21/16,,,
550,XGID=abBBcCCA----aC--A--cb-ab--:1:-1:-1:42:0:0:3:0:8,Bar/21 13/11,,,
550,XGID=-bBBdCCA-----Ca-A--cb-ab--:1:-1:1:41:0:0:3:0:8,16/12 13/12,,,
550,XGID=-bBBdCCA----BBa----cb-ab--:1:-1:-1:61:0:0:3:0:8,21/15 11/10,,,
550,XGID=-bBBcCCA--a-BB-a---cb-ab--:1:-1:1:53:0:0:3:0:8,13/10* 12/7,,,
550,XGID=abBBcCCB--A-AA-a---cb-ab--:1:-1:-1:41:0:0:3:0:8,Bar/21 6/5,,,
550,XGID=-bBBdCCB--A-AA-a---bc-ab--:1:-1:1:21:0:0:3:0:8,13/10,,,
550,XGID=-bBBdCCB--B-A--a---bc-ab--:1:-1:-1:66:0:0:3:0:8,10/4,,,
550,XGID=-bBBdCCB--B-A------bcaab--:1:-1:1:66:0:0:3:0:8,12/6,,,
550,XGID=-bBBdCDB--B--------bcaab--:1:-1:-1:54:0:0:3:0:8,21/12,,,
550,XGID=-bBBcCDB--B--a-----bcaab--:1:-1:1:65:0:0:3:0:8,10/5,,,
550,XGID=-bBBcDDB--A--a-----bcaab--:1:-1:-1:61:0:0:3:0:8,21/15* 5/4,,,
550,XGID=-bBBbDDB--a--a-----bbbab-A:1:-1:1:61:0:0:3:0:8,Bar/18,,,
550,XGID=-bBBbDDB--a--a----Abbbab--:1:-1:-1:54:0:0:3:0:8,12/7* 7/3,,,
550,XGID=-bBBbDDB--a--------bbbbb-A:1:-1:1:62:0:0:3:0:8,Cannot Move,,,
550,XGID=-bBBbDDB--a--------bbbbb-A:1:-1:-1:52:0:0:3:0:8,21/16 15/13,,,
550,XGID=-bBBaDDB-a--a------bbbbb-A:1:-1:1:64:0:0:3:0:8,Cannot Move,,,
550,XGID=-bBBaDDB-a--a------bbbbb-A:1:-1:-1:43:0:0:3:0:8,24/21 16/12,,,
550,XGID=-aBBbDDB----aa-----bbbbb-A:1:-1:1:52:0:0:3:0:8,Cannot Move,,,
550,XGID=-aBBbDDB----aa-----bbbbb-A:1:-1:-1:66:0:0:3:0:8,21/15 21/9 13/7,,,
550,XGID=-aBB-DDB--a--a--a-abbbbb-A:1:-1:1:31:0:0:3:0:8,Bar/24 6/3,,,
550,XGID=-aBC-DCB--a--a--a-abbbbbA-:1:-1:-1:D:0:0:3:0:8,,0.821,1.242,1.0
551,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
551,XGID=-b----E-C---eE---c-e----B-:0:0:1:41:0:0:3:0:8,24/23 13/9,,,
551,XGID=-b----E-CA--eD---c-e---AA-:0:0:-1:52:0:0:3:0:8,24/22 13/8,,,
551,XGID=-a-a--E-CA--dD---d-e---AA-:0:0:1:31:0:0:3:0:8,8/5 6/5,,,
551,XGID=-a-a-BD-BA--dD---d-e---AA-:0:0:-1:65:0:0:3:0:8,22/16* 16/11,,,
551,XGID=-a---BD-B---dDa--d-e---AAA:0:0:1:43:0:0:3:0:8,Bar/21 24/21,,,
551,XGID=-a---BD-B---dDa--d-e-B-A--:0:0:-1:22:0:0:3:0:8,24/22 13/9 11/9,,,
551,XGID=---a-BD-B---cD--bd-e-B-A--:0:0:1:32:0:0:3:0:8,13/11 6/3*,,,
551,XGID=a--A-BC-B--AcC--bd-e-B-A--:0:0:-1:64:0:0:3:0:8,Bar/15,,,
551,XGID=---A-BC-B-aAcC--bd-e-B-A--:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
551,XGID=---ABBB-A-aAcC--bd-e-B-A--:0:0:-1:32:0:0:3:0:8,15/13 6/3,,,
551,XGID=---ABBB-A--AdC--bd-d-BaA--:0:0:1:64:0:0:3:0:8,13/3,,,
551,XGID=---BBBB-A--AdB--bd-d-BaA--:0:0:-1:52:0:0:3:0:8,8/6 8/3,,,
551,XGID=---BBBB-A--AdB--bb-e-BbA--:0:0:1:63:0:0:3:0:8,11/2,,,
551,XGID=--ABBBB-A---dB--bb-e-BbA--:0:0:-1:62:0:0:3:0:8,13/7 9/7,,,
551,XGID=--ABBBB-A---cB--abbe-BbA--:0:0:1:65:0:0:3:0:8,21/16* 8/2,,,
551,XGID=a-BBBBB-----cB--Abbe-AbA--:0:0:-1:61:0:0:3:0:8,Bar/24 13/7,,,
551,XGID=-aBBBBB-----bB--Abce-AbA--:1:-1:1:D:0:0:3:0:8,,0.641,0.682,1.0
551,XGID=-aBBBBB-----bB--Abce-AbA--:1:-1:1:42:0:0:3:0:8,23/21 13/9,,,
551,XGID=-aBBBBB--A--bA--Abce-Bb---:1:-1:-1:41:0:0:3:0:8,13/12* 13/9*,,,
551,XGID=-aBBBBB--A---a--abce-Bb--B:1:-1:1:43:0:0:3:0:8,Bar/21,,,
551,XGID=-aBBBBB--A---a--abce-Cb--A:1:-1:-1:21:0:0:3:0:8,12/9,,,
551,XGID=-aBBBBB--A------bbce-Cb--A:1:-1:1:64:0:0:3:0:8,Bar/15,,,
551,XGID=-aBBBBB--A-----Abbce-Cb---:1:-1:-1:33:0:0:3:0:8,8/5(2) 6/3(2),,,
551,XGID=-aBBBBB--A-----Ab-ccbCd---:1:-1:1:42:0:0:3:0:8,21/17 15/13,,,
551,XGID=-aBBBBB--A---A--bAccbBd---:1:-1:-1:63:0:0:3:0:8,24/15,,,
551,XGID=--BBBBB--Aa--A--bAccbBd---:1:-1:1:64:0:0:3:0:8,17/13 9/3,,,
551,XGID=--BCBBB---a--B--b-ccbBd---:1:-1:-1:62:0:0:3:0:8,15/9 3/1,,,
551,XGID=--BCBBB------B--c-ccbBc-a-:1:-1:1:51:0:0:3:0:8,13/8 2/1,,,
551,XGID=-AACBBB-A----A--c-ccbBc-a-:1:-1:-1:D:0:0:3:0:8,,0.978,1.135,1.0
552,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
552,XGID=-b----E-C---eE---c-e----B-:0:0:1:63:0:0:3:0:8,24/18 13/10,,,
552,XGID=-b----E-C-A-eD---cAe----A-:0:0:-1:52:0:0:3:0:8,24/22 6/1*,,,
552,XGID=-a-a--E-C-A-eD---cAd----aA:0:0:1:52:0:0:3:0:8,Bar/18,,,
552,XGID=-a-a--E-C-A-eD---cBd----a-:0:0:-1:55:0:0:3:0:8,13/3 8/3 6/1,,,
552,XGID=-a-a--E-C-A-dD---bBc--b-b-:0:0:1:51:0:0:3:0:8,10/5 6/5,,,
552,XGID=-a-a-BD-C---dD---bBc--b-b-:0:0:-1:42:0:0:3:0:8,24/22 13/9,,,
552,XGID=---b-BD-C---cD--abBc--b-b-:0:0:1:62:0:0:3:0:8,18/16* 16/10,,,
552,XGID=a--b-BD-C-A-cD---bAc--b-b-:0:0:-1:44:0:0:3:0:8,Bar/21 22/18(2) 13/9,,,
552,XGID=----aBDbC-A-bD--abAc--b-b-:0:0:1:42:0:0:3:0:8,18/16* 8/4*,,,
552,XGID=b---ABDbB-A-bD--Ab-c--b-b-:0:0:-1:21:0:0:3:0:8,Bar/24 Bar/23,,,
552,XGID=-aa-ABDbB-A-bD--Ab-c--b-b-:0:0:1:32:0:0:3:0:8,13/10 6/4,,,
552,XGID=-aa-BBCbB-B-bC--Ab-c--b-b-:0:0:-1:42:0:0:3:0:8,13/11 13/9*,,,
552,XGID=-aa-BBCbB-B--Ca-ab-c--b-bA:0:0:1:65:0:0:3:0:8,Bar/14*,,,
552,XGID=aaa-BBCbB-B--CA-ab-c--b-b-:0:0:-1:21:0:0:3:0:8,Bar/23 6/5,,,
552,XGID=-ab-BBCbB-B--CA-ab-ba-b-b-:0:0:1:D:0:0:3:0:8,,0.994,1.231,1.0
553,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
553,XGID=-b----E-C---eE---c-e----B-:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
553,XGID=-b-B--D-B---eE---c-e----B-:0:0:-1:44:0:0:3:0:8,24/20(2) 13/9(2),,,
553,XGID=---B-bD-B---cE--bc-e----B-:0:0:1:42:0:0:3:0:8,24/18,,,
553,XGID=---B-bD-B---cE--bcAe----A-:0:0:-1:43:0:0:3:0:8,9/5 8/5,,,
553,XGID=---B-bD-B---cE--abAeb---A-:0:0:1:55:0:0:3:0:8,18/8 13/8(2),,,
553,XGID=---B-bD-E---cC--ab-eb---A-:0:0:-1:11:0:0:3:0:8,6/4(2),,,
553,XGID=---B-bD-E---cC--ab-cbb--A-:0:0:1:63:0:0:3:0:8,24/15,,,
553,XGID=---B-bD-E---cC-Aab-cbb----:0:0:-1:43:0:0:3:0:8,13/9 13/10*,,,
553,XGID=---B-bD-E---aC-abb-cbb---A:0:0:1:31:0:0:3:0:8,Bar/22 13/12*,,,
553,XGID=a--B-bD-E---AB-abb-cbbA---:0:0:-1:52:0:0:3:0:8,Bar/20 10/8,,,
553,XGID=---B-cD-E---AB--bc-cbbA---:0:0:1:53:0:0:3:0:8,12/4,,,
553,XGID=---BAcD-E----B--bc-cbbA---:1:1:-1:D:0:0:3:0:8,,0.608,0.64,1.0
553,XGID=---BAcD-E----B--bc-cbbA---:1:1:-1:41:0:0:3:0:8,8/3*,,,
553,XGID=---BAcD-E----B--bb-cbba--A:1:1:1:11:0:0:3:0:8,Bar/22* 4/3,,,
553,XGID=a--C-cD-E----B--bb-cbbA---:1:1:-1:11:0:0:3:0:8,Bar/24 6/3*,,,
553,XGID=-a-C-cD-E----B--bb-bbba--A:1:1:1:21:0:0:3:0:8,Bar/22*,,,
553,XGID=aa-C-cD-E----B--bb-bbbA---:1:1:-1:41:0:0:3:0:8,Bar/24 20/16,,,
553,XGID=-b-C-bD-Ea---B--bb-bbbA---:1:1:1:63:0:0:3:0:8,8/2 6/3,,,
553,XGID=-bAD-bC-Da---B--bb-bbbA---:1:1:-1:41:0:0:3:0:8,24/20 24/23*,,,
553,XGID=--aD-cC-Da---B--bb-bbbA--A:1:1:1:54:0:0:3:0:8,Cannot Move,,,
553,XGID=--aD-cC-Da---B--bb-bbbA--A:1:1:-1:52:0:0:3:0:8,20/13,,,
553,XGID=--aD-bC-Da--aB--bb-bbbA--A:1:1:1:64:0:0:3:0:8,Cannot Move,,,
553,XGID=--aD-bC-Da--aB--bb-bbbA--A:1:1:-1:62:0:0:3:0:8,9/7 9/3*,,,
553,XGID=--aD-bC-Da--aB---babbba--B:1:1:1:43:0:0:3:0:8,Bar/22*,,,
553,XGID=a-aD-bC-Da--aB---babbbA--A:1:1:-1:33:0:0:3:0:8,Cannot Move,,,
553,XGID=a-aD-bC-Da--aB---babbbA--A:1:1:1:52:0:0:3:0:8,Bar/18*,,,
553,XGID=b-aD-bC-Da--aB---bAbbbA---:1:1:-1:61:0:0:3:0:8,Bar/24,,,
553,XGID=aaaD-bC-Da--aB---bAbbbA---:1:1:1:51:0:0:3:0:8,18/12*,,,
553,XGID=baaD-bC-Da--AB---b-bbbA---:1:1:-1:42:0:0:3:0:8,Bar/23 Bar/21,,,
553,XGID=-abDabC-Da--AB---b-bbbA---:1:1:1:55:0:0:3:0:8,13/8(2) 12/7 6/1*,,,
553,XGID=aAbDabBAFa-------b-bbbA---:1:1:-1:32:0:0:3:0:8,Bar/23 21/18*,,,
553,XGID=-AcD-bBaFa-------b-bbbA--A:1:1:1:43:0:0:3:0:8,Bar/18,,,
553,XGID=-AcD-bBaFa-------bAbbbA---:1:1:-1:42:0:0:3:0:8,23/21 18/14,,,
553,XGID=-AbDabB-Fa-a-----bAbbbA---:1:1:1:63:0:0:3:0:8,18/9*,,,
553,XGID=aAbDabB-FA-a-----b-bbbA---:1:1:-1:22:0:0:3:0:8,Bar/21 20/16*,,,
553,XGID=-AbDbaB-Fa-a-----b-bbbA--A:1:1:1:41:0:0:3:0:8,Bar/24 22/18,,,
553,XGID=-AbDbaB-Fa-a-----bAbbb--A-:1:1:-1:65:0:0:3:0:8,21/15 20/15,,,
553,XGID=-AbDa-B-Faba-----bAbbb--A-:1:1:1:31:0:0:3:0:8,8/4*,,,
553,XGID=aAbDA-B-Eaba-----bAbbb--A-:1:1:-1:32:0:0:3:0:8,Bar/23 16/13,,,
553,XGID=-AcDA-B-E-baa----bAbbb--A-:1:1:1:11:0:0:3:0:8,8/4,,,
553,XGID=-AcDB-B-D-baa----bAbbb--A-:1:1:-1:51:0:0:3:0:8,13/7*,,,
553,XGID=-AcDB-B-D-ba-----babbb--AA:1:1:1:52:0:0:3:0:8,Bar/18*,,,
553,XGID=aAcDB-B-D-ba-----bAbbb--A-:1:1:-1:64:0:0:3:0:8,Cannot Move,,,
553,XGID=aAcDB-B-D-ba-----bAbbb--A-:1:1:1:42:0:0:3:0:8,18/14 3/1,,,
553,XGID=aBcCB-B-D-ba--A--b-bbb--A-:1:1:-1:61:0:0:3:0:8,Cannot Move,,,
553,XGID=aBcCB-B-D-ba--A--b-bbb--A-:2:-1:1:D:0:0:3:0:8,,0.751,0.814,1.0
553,XGID=aBcCB-B-D-ba--A--b-bbb--A-:2:-1:1:65:0:0:3:0:8,24/18 14/9,,,
553,XGID=aBcCB-B-DAba-----bAbbb----:2:-1:-1:63:0:0:3:0:8,Cannot Move,,,
553,XGID=aBcCB-B-DAba-----bAbbb----:2:-1:1:42:0:0:3:0:8,18/14 8/6,,,
553,XGID=aBcCB-C-CAba--A--b-bbb----:2:-1:-1:31:0:0:3:0:8,Cannot Move,,,
553,XGID=aBcCB-C-CAba--A--b-bbb----:2:-1:1:64:0:0:3:0:8,14/4,,,
553,XGID=aBcCC-C-CAba-----b-bbb----:2:-1:-1:42:0:0:3:0:8,Bar/23 14/10,,,
553,XGID=-BdCC-C-CAb----a-b-bbb----:2:-1:1:42:0:0:3:0:8,9/3,,,
553,XGID=-BdDC-C-C-b----a-b-bbb----:2:-1:-1:51:0:0:3:0:8,23/18 10/9,,,
553,XGID=-BcDC-CaC-b-----ab-bbb----:2:-1:1:52:0:0:3:0:8,8/3 6/4,,,
553,XGID=-BcED-BaB-b-----ab-bbb----:2:-1:-1:61:0:0:3:0:8,18/12 15/14,,,
553,XGID=-BcED-B-B-aa-a--ab-bbb----:2:-1:1:33:0:0:3:0:8,8/5(2) 6/3(2),,,
553,XGID=-BcGDB----aa-a--ab-bbb----:2:-1:-1:54:0:0:3:0:8,23/19 14/9,,,
553,XGID=-BbGDBa---a--a--bb-bbb----:2:-1:1:42:0:0:3:0:8,5/3 5/1,,,
553,XGID=-CbHD-a---a--a--bb-bbb----:2:-1:-1:62:0:0:3:0:8,19/13 9/7,,,
553,XGID=-CbHD-----a-aa--ababbb----:2:-1:1:51:0:0:3:0:8,4/Off 1/Off,,,
553,XGID=-BbHC-----a-aa--ababbb----:2:-1:-1:53:0:0:3:0:8,13/10 12/7,,,
553,XGID=-BbHC-----a----aabbbbb----:2:-1:1:42:0:0:3:0:8,4/Off 3/1,,,
553,XGID=-CbGB-----a----aabbbbb----:2:-1:-1:22:0:0:3:0:8,15/9 8/6,,,
553,XGID=-CbGB----------ababcbb----:2:-1:1:44:0:0:3:0:8,4/Off(2) 3/Off(2),,,
553,XGID=-CbE-----------ababcbb----:2:-1:-1:64:0:0:3:0:8,10/6 9/3,,,
553,XGID=-CbE------------aabdbba---:2:-1:1:51:0:0:3:0:8,3/Off 1/Off,,,
553,XGID=-BbD------------aabdbba---:2:-1:-1:53:0:0:3:0:8,23/15,,,
553,XGID=-BaD------a-----aabdbba---:2:-1:1:52:0:0:3:0:8,3/1 3/Off,,,
553,XGID=-CaB------a-----aabdbba---:2:-1:-1:31:0:0:3:0:8,15/12 6/5,,,
553,XGID=-CaB---------a--aabccba---:2:-1:1:33:0:0:3:0:8,3/Off(2) 1/Off(2),,,
553,XGID=-Aa----------a--aabccba---:2:-1:-1:61:0:0:3:0:8,23/17 7/6,,,
553,XGID=-A------a----a--aaadcba---:2:-1:1:62:0:0:3:0:8,1/Off,,,
554,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
554,XGID=-b----E-C---eE---c-e----B-:0:0:1:64:0:0:3:0:8,24/18 13/9,,,
554,XGID=-b----E-CA--eD---cAe----A-:0:0:-1:41:0:0:3:0:8,24/20 8/7*,,,
554,XGID=-a---aE-CA--eD---bae----AA:0:0:1:42:0:0:3:0:8,Bar/23 13/9,,,
554,XGID=-a---aE-CB--eC---bae---AA-:0:0:-1:53:0:0:3:0:8,24/21 7/2*,,,
554,XGID=----aaE-CB--eC---b-e---aAA:0:0:1:00:0:0:3:0:8,,0.312,0.164,1.0
554,XGID=----aaE-CB--eC---b-e---aAA:0:0:1:43:0:0:3:0:8,Bar/21 24/21,,,
554,XGID=----aaE-CB--eC---b-e-B-a--:0:0:-1:64:0:0:3:0:8,20/14 6/2,,,
554,XGID=----a-E-CB-aeC---b-d-B-b--:0:0:1:00:0:0:3:0:8,,0.294,0.14,1.0
554,XGID=----a-E-CB-aeC---b-d-B-b--:0:0:1:21:0:0:3:0:8,13/11* 11/10,,,
554,XGID=a---a-E-CBA-eB---b-d-B-b--:0:0:-1:31:0:0:3:0:8,Bar/21,,,
554,XGID=----b-E-CBA-eB---b-d-B-b--:0:0:1:41:0:0:3:0:8,10/9 6/2,,,
554,XGID=--A-b-D-CC--eB---b-d-B-b--:0:0:-1:42:0:0:3:0:8,13/7,,,
554,XGID=--A-b-D-CC--dB---bad-B-b--:0:0:1:55:0:0:3:0:8,21/11(2),,,
554,XGID=--A-b-D-CC-BdB---bad---b--:0:0:-1:21:0:0:3:0:8,7/5 6/5,,,
554,XGID=--A-b-D-CC-BdB---b-cb--b--:1:-1:1:D:0:0:3:0:8,,0.811,0.817,1.0
554,XGID=--A-b-D-CC-BdB---b-cb--b--:1:-1:1:22:0:0:3:0:8,13/9(2),,,
554,XGID=--A-b-D-CE-Bd----b-cb--b--:1:-1:-1:64:0:0:3:0:8,13/9 13/7,,,
554,XGID=--A-b-D-CE-Bb---abacb--b--:1:-1:1:22:0:0:3:0:8,9/5(2),,,
554,XGID=--A-bBD-CC-Bb---abacb--b--:1:-1:-1:44:0:0:3:0:8,13/9 8/4(2) 7/3,,,
554,XGID=--A-bBD-CC-Ba---b--cbbab--:1:-1:1:42:0:0:3:0:8,11/7 9/7,,,
554,XGID=--A-bBDBCB-Aa---b--cbbab--:1:-1:-1:54:0:0:3:0:8,9/5 9/4,,,
554,XGID=--A-bBDBCB-Aa------cccab--:1:-1:1:31:0:0:3:0:8,11/7,,,
554,XGID=--A-bBDCCB--a------cccab--:1:-1:-1:32:0:0:3:0:8,6/1,,,
554,XGID=--A-bBDCCB--a------bccaba-:1:-1:1:52:0:0:3:0:8,8/3 7/5,,,
554,XGID=--AAbCDBBB--a------bccaba-:1:-1:-1:61:0:0:3:0:8,13/7 4/3,,,
554,XGID=--AAbCDBBB--------abcbbba-:1:-1:1:22:0:0:3:0:8,9/7 9/3,,,
554,XGID=--ABbCDCB---------abcbbba-:1:-1:-1:62:0:0:3:0:8,7/1 5/3,,,
554,XGID=--ABbCDCB----------bbbcbb-:1:-1:1:43:0:0:3:0:8,7/3 5/2,,,
554,XGID=--BCbBDBB----------bbbcbb-:1:-1:-1:65:0:0:3:0:8,21/16 21/15,,,
554,XGID=--BC-BDBBaa--------bbbcbb-:1:-1:1:52:0:0:3:0:8,8/3 7/5,,,
554,XGID=--BD-CDAAaa--------bbbcbb-:1:-1:-1:54:0:0:3:0:8,16/12 15/10,,,
554,XGID=--BD-CDAA----a-a---bbbcbb-:1:-1:1:61:0:0:3:0:8,7/1 5/4,,,
554,XGID=-ABDABD-A----a-a---bbbcbb-:1:-1:-1:53:0:0:3:0:8,12/9 10/5,,,
554,XGID=-ABDABD-A-------a--bcbcbb-:1:-1:1:62:0:0:3:0:8,8/Off,,,
554,XGID=-ABDABD---------a--bcbcbb-:1:-1:-1:55:0:0:3:0:8,9/4 5/Off(3),,,
554,XGID=-ABDABD------------b-ccbb-:1:-1:1:51:0:0:3:0:8,5/Off 1/Off,,,
554,XGID=--BDAAD------------b-ccbb-:1:-1:-1:D:0:0:3:0:8,,0.946,1.331,1.0
555,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
555,XGID=-b----E-C---eE---c-e----B-:0:0:1:52:0:0:3:0:8,24/22 13/8,,,
555,XGID=-b----E-D---eD---c-e--A-A-:0:0:-1:64:0:0:3:0:8,13/3*,,,
555,XGID=-b----E-D---dD---c-e--a-AA:0:0:1:43:0:0:3:0:8,Bar/22* 24/20,,,
555,XGID=ab----E-D---dD---c-eA-A---:0:0:-1:42:0:0:3:0:8,Bar/23 24/20,,,
555,XGID=-aa--aE-D---dD---c-eA-A---:0:0:1:00:0:0:3:0:8,,0.313,0.141,1.0
555,XGID=-aa--aE-D---dD---c-eA-A---:0:0:1:41:0:0:3:0:8,6/5* 5/1*,,,
555,XGID=bAa---D-D---dD---c-eA-A---:0:0:-1:21:0:0:3:0:8,Bar/23 Bar/24*,,,
555,XGID=-ab---D-D---dD---c-eA-A--A:0:0:1:51:0:0:3:0:8,Bar/20 22/21,,,
555,XGID=-ab---D-D---dD---c-eBA----:0:0:-1:54:0:0:3:0:8,13/4*,,,
555,XGID=-ab---D-D---cD---c-eBa---A:0:0:1:00:0:0:3:0:8,,0.261,0.089,1.0
555,XGID=-ab---D-D---cD---c-eBa---A:0:0:1:22:0:0:3:0:8,Bar/21* 6/4(2),,,
555,XGID=aab-B-B-D---cD---c-eBA----:0:0:-1:64:0:0:3:0:8,Cannot Move,,,
555,XGID=aab-B-B-D---cD---c-eBA----:1:-1:1:D:0:0:3:0:8,,0.752,0.772,1.0
555,XGID=aab-B-B-D---cD---c-eBA----:1:-1:1:53:0:0:3:0:8,21/16 13/10,,,
555,XGID=aab-B-B-D-A-cC--Ac-eB-----:1:-1:-1:21:0:0:3:0:8,Bar/22,,,
555,XGID=-abaB-B-D-A-cC--Ac-eB-----:1:-1:1:42:0:0:3:0:8,16/10,,,
555,XGID=-abaB-B-D-B-cC---c-eB-----:1:-1:-1:21:0:0:3:0:8,23/22 6/4,,,
555,XGID=-aabB-B-D-B-cC---c-dBa----:1:-1:1:65:0:0:3:0:8,20/15 20/14,,,
555,XGID=-aabB-B-D-B-cCAA-c-d-a----:1:-1:-1:53:0:0:3:0:8,13/10* 10/5,,,
555,XGID=-aabB-B-D-B-bCA--c-daa---A:1:-1:1:41:0:0:3:0:8,Bar/21* 21/20*,,,
555,XGID=baabB-B-D-B-bCA--c-dA-----:1:-1:-1:31:0:0:3:0:8,Bar/24 Bar/22,,,
555,XGID=-bacB-B-D-B-bCA--c-dA-----:1:-1:1:31:0:0:3:0:8,10/7 8/7,,,
555,XGID=-bacB-BBC-A-bCA--c-dA-----:1:-1:-1:55:0:0:3:0:8,13/3(2),,,
555,XGID=-bacB-BBC-A--CA--c-dA-b---:1:-1:1:65:0:0:3:0:8,20/14 10/5,,,
555,XGID=-bacBABBC----CB--c-d--b---:1:-1:-1:52:0:0:3:0:8,22/20* 20/15,,,
555,XGID=-babB-BBC-a--CB--c-d--b--A:1:-1:1:66:0:0:3:0:8,Cannot Move,,,
555,XGID=-babB-BBC-a--CB--c-d--b--A:1:-1:-1:42:0:0:3:0:8,24/20 22/20,,,
555,XGID=-aaaBbBBC-a--CB--c-d--b--A:1:-1:1:11:0:0:3:0:8,Bar/24 13/10*,,,
555,XGID=aaaaBbBBC-A--BB--c-d--b-A-:1:-1:-1:61:0:0:3:0:8,Bar/24 22/16,,,
555,XGID=-ba-BbBBCaA--BB--c-d--b-A-:1:-1:1:63:0:0:3:0:8,24/18 13/10,,,
555,XGID=-ba-BbBBCaB--AB--cAd--b---:1:-1:-1:21:0:0:3:0:8,24/22 8/7*,,,
555,XGID=-aaaBbBBCaB--AB--bad--b--A:1:-1:1:21:0:0:3:0:8,Bar/23 10/9*,,,
555,XGID=aaaaBbBBCAA--AB--bad--bA--:1:-1:-1:65:0:0:3:0:8,Bar/20 22/16*,,,
555,XGID=-aa-BcBBCaA--AB--bad--bA-A:1:-1:1:42:0:0:3:0:8,Bar/23 13/9*,,,
555,XGID=aaa-BcBBCAA---B--bad--bB--:1:-1:-1:51:0:0:3:0:8,Bar/24 20/15*,,,
555,XGID=-ba-BbBBCAa---B--bad--bB-A:1:-1:1:54:0:0:3:0:8,Bar/21 23/18*,,,
555,XGID=aba-BbBBCAa---B--bAd-AbA--:1:-1:-1:41:0:0:3:0:8,Bar/20,,,
555,XGID=-ba-BcBBCAa---B--bAd-AbA--:1:-1:1:42:0:0:3:0:8,23/21 14/10*,,,
555,XGID=aba-BcBBCAA---A--bAd-Bb---:1:-1:-1:21:0:0:3:0:8,Bar/23 8/7*,,,
555,XGID=-bb-BcBBCAA---A--aad-Bb--A:1:-1:1:53:0:0:3:0:8,Bar/17*,,,
555,XGID=abb-BcBBCAA---A--Aad-Bb---:1:-1:-1:21:0:0:3:0:8,Bar/22,,,
555,XGID=-bbaBcBBCAA---A--Aad-Bb---:1:-1:1:54:0:0:3:0:8,17/13 14/9,,,
555,XGID=-bbaBcBBCBA--A----ad-Bb---:1:-1:-1:61:0:0:3:0:8,23/22 20/14,,,
555,XGID=-babBbBBCBAa-A----ad-Bb---:1:-1:1:63:0:0:3:0:8,21/15 13/10,,,
555,XGID=-babBbBBCBBa---A--ad-Ab---:1:-1:-1:43:0:0:3:0:8,23/20 6/2,,,
555,XGID=-b-bBcBBCBBa---A--ac-Aba--:1:-1:1:65:0:0:3:0:8,21/16 8/2,,,
