Game_Number,XGID,Move,ND/NDR,DT/RDT,DD/RDD
935,XGID=aCBBB-A---------------cgd-:1:-1:-1:64:0:0:3:0:8,Bar/19* 19/15,,,
935,XGID=-CBBB-----a-----------cgdA:1:-1:1:32:0:0:3:0:8,Cannot Move,,,
935,XGID=-CBBB-----a-----------cgdA:1:-1:-1:54:0:0:3:0:8,15/6,,,
935,XGID=-CBBB--------------a--cgdA:1:-1:1:21:0:0:3:0:8,Cannot Move,,,
935,XGID=-CBBB--------------a--cgdA:2:1:-1:D:0:0:3:0:8,,0.725,0.81,1.0
935,XGID=-CBBB--------------a--cgdA:2:1:-1:44:0:0:3:0:8,6/2 3/Off(3),,,
935,XGID=-CBBB------------------hdA:2:1:1:63:0:0:3:0:8,Bar/16,,,
935,XGID=-CBBB-----------A------hd-:2:1:-1:62:0:0:3:0:8,2/Off(2),,,
935,XGID=-CBBB-----------A------fd-:2:1:1:62:0:0:3:0:8,16/8,,,
935,XGID=-CBBB---A--------------fd-:2:1:-1:41:0:0:3:0:8,2/Off 1/Off,,,
935,XGID=-CBBB---A--------------ec-:2:1:1:43:0:0:3:0:8,8/4 3/Off,,,
935,XGID=-CBAC------------------ec-:2:1:-1:32:0:0:3:0:8,2/Off(2),,,
935,XGID=-CBAC------------------cc-:2:1:1:51:0:0:3:0:8,4/Off 1/Off,,,
935,XGID=-BBAB------------------cc-:2:1:-1:42:0:0:3:0:8,2/Off(2),,,
935,XGID=-BBAB------------------ac-:2:1:1:41:0:0:3:0:8,4/Off 1/Off,,,
935,XGID=-ABAA------------------ac-:2:1:-1:43:0:0:3:0:8,2/Off 1/Off,,,
935,XGID=-ABAA-------------------b-:2:1:1:52:0:0:3:0:8,4/Off 2/Off,,,
935,XGID=-AAA--------------------b-:2:1:-1:53:0:0:3:0:8,1/Off(2),,,
936,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
936,XGID=-b----E-C---eE---c-e----B-:0:0:1:41:0:0:3:0:8,24/23 13/9,,,
936,XGID=-b----E-CA--eD---c-e---AA-:0:0:-1:61:0:0:3:0:8,13/7 8/7,,,
936,XGID=-b----E-CA--dD---bbe---AA-:0:0:1:51:0:0:3:0:8,23/22 13/8,,,
936,XGID=-b----E-DA--dC---bbe--A-A-:0:0:-1:55:0:0:3:0:8,8/3*(2) 6/1*(2),,,
936,XGID=-b----E-DA--dC----bc--b-bB:0:0:1:62:0:0:3:0:8,Bar/23,,,
936,XGID=-b----E-DA--dC----bc--bAbA:1:1:-1:D:0:0:3:0:8,,0.679,0.888,1.0
936,XGID=-b----E-DA--dC----bc--bAbA:1:1:-1:65:0:0:3:0:8,13/2*,,,
936,XGID=-b----E-DA--cC----bc--babB:1:1:1:22:0:0:3:0:8,Bar/23*(2) 6/4(2),,,
936,XGID=ab--B-C-DA--cC----bc--bBb-:1:1:-1:41:0:0:3:0:8,Bar/20,,,
936,XGID=-b--BaC-DA--cC----bc--bBb-:1:1:1:00:0:0:3:0:8,,0.577,0.442,1.0
936,XGID=-b--BaC-DA--cC----bc--bBb-:1:1:1:51:0:0:3:0:8,13/8 6/5*,,,
936,XGID=ab--BAB-EA--cB----bc--bBb-:1:1:-1:63:0:0:3:0:8,Bar/16*,,,
936,XGID=-b--BAB-Ea--cB----bc--bBbA:1:1:1:61:0:0:3:0:8,Cannot Move,,,
936,XGID=-b--BAB-Ea--cB----bc--bBbA:1:1:-1:21:0:0:3:0:8,7/5 6/5,,,
936,XGID=-b--BAB-Ea--cB----abb-bBbA:1:1:1:62:0:0:3:0:8,Bar/17,,,
936,XGID=-b--BAB-Ea--cB---Aabb-bBb-:1:1:-1:55:0:0:3:0:8,16/6 13/8*(2),,,
936,XGID=-b--BAB-E---aB---bacb-bBbA:1:1:1:31:0:0:3:0:8,Cannot Move,,,
936,XGID=-b--BAB-E---aB---bacb-bBbA:1:1:-1:43:0:0:3:0:8,24/20* 13/10,,,
936,XGID=-a--BaB-E----B-a-bacb-bBbB:1:1:1:43:0:0:3:0:8,Bar/21,,,
936,XGID=-a--BaB-E----B-a-bacbAbBbA:1:1:-1:32:0:0:3:0:8,7/4* 6/4,,,
936,XGID=-a--BaB-E----B-a-b-bbbbBbB:1:1:1:44:0:0:3:0:8,Cannot Move,,,
936,XGID=-a--BaB-E----B-a-b-bbbbBbB:1:1:-1:61:0:0:3:0:8,24/18 10/9,,,
936,XGID=----BaBaE----B--ab-bbbbBbB:1:1:1:63:0:0:3:0:8,Cannot Move,,,
936,XGID=----BaBaE----B--ab-bbbbBbB:1:1:-1:63:0:0:3:0:8,18/9,,,
936,XGID=----BaB-E----B--bb-bbbbBbB:1:1:1:31:0:0:3:0:8,Cannot Move,,,
936,XGID=----BaB-E----B--bb-bbbbBbB:1:1:-1:21:0:0:3:0:8,8/5,,,
936,XGID=----BaB-E----B--ba-bcbbBbB:1:1:1:51:0:0:3:0:8,Cannot Move,,,
936,XGID=----BaB-E----B--ba-bcbbBbB:1:1:-1:41:0:0:3:0:8,20/15,,,
936,XGID=----B-B-E-a--B--ba-bcbbBbB:1:1:1:65:0:0:3:0:8,Cannot Move,,,
936,XGID=----B-B-E-a--B--ba-bcbbBbB:1:1:-1:43:0:0:3:0:8,15/11 9/6,,,
936,XGID=----B-B-E----Ba-aa-ccbbBbB:1:1:1:42:0:0:3:0:8,Bar/23,,,
936,XGID=----B-B-E----Ba-aa-ccbbCbA:1:1:-1:31:0:0:3:0:8,8/4,,,
936,XGID=----B-B-E----Ba-a--cccbCbA:1:1:1:52:0:0:3:0:8,Bar/23 8/3,,,
936,XGID=---AB-B-D----Ba-a--cccbDb-:1:1:-1:32:0:0:3:0:8,11/9 6/3,,,
936,XGID=---AB-B-D----B--b--bcccDb-:1:1:1:61:0:0:3:0:8,13/7 8/7,,,
936,XGID=---AB-BBC----A--b--bcccDb-:1:1:-1:51:0:0:3:0:8,9/3,,,
936,XGID=---AB-BBC----A--a--bccdDb-:1:1:1:43:0:0:3:0:8,8/5 7/3,,,
936,XGID=---BBABAB----A--a--bccdDb-:1:1:-1:52:0:0:3:0:8,9/4 5/3,,,
936,XGID=---BBABAB----A-----bbdeDb-:1:1:1:54:0:0:3:0:8,23/14,,,
936,XGID=---BBABAB----AA----bbdeCb-:1:1:-1:64:0:0:3:0:8,6/Off 4/Off,,,
936,XGID=---BBABAB----AA----abceCb-:1:1:1:66:0:0:3:0:8,23/5 13/7,,,
936,XGID=---BBBBBB-----A----abceBb-:1:1:-1:53:0:0:3:0:8,6/1 3/Off,,,
936,XGID=---BBBBBB-----A-----bcdBc-:1:1:1:32:0:0:3:0:8,14/11 8/6,,,
936,XGID=---BBBCBA--A--------bcdBc-:1:1:-1:52:0:0:3:0:8,5/3 5/Off,,,
936,XGID=---BBBCBA--A---------ceBc-:1:1:1:53:0:0:3:0:8,11/6 8/5,,,
936,XGID=---BBCDB-------------ceBc-:1:1:-1:63:0:0:3:0:8,4/Off 3/Off,,,
936,XGID=---BBCDB-------------bdBc-:1:1:1:21:0:0:3:0:8,7/6 7/5,,,
936,XGID=---BBDE--------------bdBc-:1:1:-1:64:0:0:3:0:8,4/Off(2),,,
936,XGID=---BBDE---------------dBc-:1:1:1:51:0:0:3:0:8,23/17,,,
936,XGID=---BBDE----------A----dAc-:1:1:-1:33:0:0:3:0:8,3/Off(4),,,
936,XGID=---BBDE----------A-----Ac-:1:1:1:63:0:0:3:0:8,23/14,,,
936,XGID=---BBDE-------A--A------c-:1:1:-1:54:0:0:3:0:8,1/Off(2),,,
936,XGID=---BBDE-------A--A------a-:1:1:1:62:0:0:3:0:8,17/15 14/8,,,
936,XGID=---BBDE-A------A--------a-:1:1:-1:61:0:0:3:0:8,1/Off,,,
937,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
937,XGID=-b----E-C---eE---c-e----B-:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
937,XGID=-b----EBB---eD---c-e----B-:0:0:-1:64:0:0:3:0:8,24/14,,,
937,XGID=-a----EBB--aeD---c-e----B-:0:0:1:21:0:0:3:0:8,24/23 13/11*,,,
937,XGID=aa----EBB--AeC---c-e---AA-:0:0:-1:53:0:0:3:0:8,Bar/22 13/8,,,
937,XGID=-a-a--EBB--AdC---d-e---AA-:0:0:1:54:0:0:3:0:8,23/14,,,
937,XGID=-a-a--EBB--AdCA--d-e----A-:0:0:-1:51:0:0:3:0:8,22/21 13/8,,,
937,XGID=-a--a-EBB--AcCA--e-e----A-:0:0:1:64:0:0:3:0:8,24/14,,,
937,XGID=-a--a-EBB--AcCB--e-e------:0:0:-1:32:0:0:3:0:8,24/21 6/4,,,
937,XGID=----b-EBB--AcCB--e-d-a----:0:0:1:53:0:0:3:0:8,14/11 14/9,,,
937,XGID=----b-EBBA-BcC---e-d-a----:0:0:-1:62:0:0:3:0:8,13/7 6/4,,,
937,XGID=----b-EBBA-BbC---eac-b----:0:0:1:65:0:0:3:0:8,13/8 9/3,,,
937,XGID=---Ab-EBC--BbB---eac-b----:0:0:-1:52:0:0:3:0:8,8/3 7/5,,,
937,XGID=---Ab-EBC--BbB---d-caba---:1:-1:1:D:0:0:3:0:8,,0.771,0.793,1.0
937,XGID=---Ab-EBC--BbB---d-caba---:1:-1:1:64:0:0:3:0:8,8/2 6/2,,,
937,XGID=--BAb-DBB--BbB---d-caba---:1:-1:-1:54:0:0:3:0:8,8/4 8/3,,,
937,XGID=--BAb-DBB--BbB---b-cacb---:1:-1:1:31:0:0:3:0:8,6/3 2/1,,,
937,XGID=-AABb-CBB--BbB---b-cacb---:1:-1:-1:21:0:0:3:0:8,6/5 4/2,,,
937,XGID=-AABb-CBB--BbB---b-bbbba--:1:-1:1:11:0:0:3:0:8,7/5(2),,,
937,XGID=-AABbBC-B--BbB---b-bbbba--:1:-1:-1:31:0:0:3:0:8,8/7 8/5,,,
937,XGID=-AABbBC-B--BbB----abcbba--:1:-1:1:62:0:0:3:0:8,8/6 8/2,,,
937,XGID=-ABBbBD----BbB----abcbba--:1:-1:-1:42:0:0:3:0:8,13/7,,,
937,XGID=-ABBbBD----BaB----bbcbba--:1:-1:1:53:0:0:3:0:8,6/3 6/1,,,
937,XGID=-BBCbBB----BaB----bbcbba--:1:-1:-1:21:0:0:3:0:8,13/10,,,
937,XGID=-BBCbBB----B-B-a--bbcbba--:1:-1:1:51:0:0:3:0:8,11/6 3/2,,,
937,XGID=-BCBbBC----A-B-a--bbcbba--:1:-1:-1:22:0:0:3:0:8,10/2,,,
937,XGID=-BCBbBC----A-B----bbcbbb--:1:-1:1:65:0:0:3:0:8,11/5 6/1,,,
937,XGID=-CCBbCB------B----bbcbbb--:1:-1:-1:41:0:0:3:0:8,7/6 5/1,,,
937,XGID=-CCBbCB------B----acbbbba-:1:-1:1:65:0:0:3:0:8,13/2,,,
937,XGID=-CDBbCB------A----acbbbba-:1:-1:-1:62:0:0:3:0:8,7/1 6/4,,,
937,XGID=-CDBbCB------A-----bbcbbb-:1:-1:1:41:0:0:3:0:8,13/12 5/1,,,
937,XGID=-DDBbBB-----A------bbcbbb-:1:-1:-1:32:0:0:3:0:8,21/18 4/2,,,
937,XGID=-DDBaBBa----A------bbbbcb-:1:-1:1:64:0:0:3:0:8,12/2,,,
937,XGID=-DEBaBBa-----------bbbbcb-:1:-1:-1:42:0:0:3:0:8,18/12,,,
937,XGID=-DEBaBB------a-----bbbbcb-:1:-1:1:52:0:0:3:0:8,5/3 5/Off,,,
937,XGID=-DECa-B------a-----bbbbcb-:1:-1:-1:65:0:0:3:0:8,12/1,,,
937,XGID=-DECa-B------------bbbbcc-:1:-1:1:65:0:0:3:0:8,6/1 6/Off,,,
937,XGID=-EECa--------------bbbbcc-:1:-1:-1:32:0:0:3:0:8,21/16,,,
937,XGID=-EEC-----a---------bbbbcc-:1:-1:1:63:0:0:3:0:8,3/Off(2),,,
937,XGID=-EEA-----a---------bbbbcc-:1:-1:-1:31:0:0:3:0:8,16/12,,,
937,XGID=-EEA---------a-----bbbbcc-:1:-1:1:44:0:0:3:0:8,3/Off 2/Off(3),,,
937,XGID=-EB----------a-----bbbbcc-:1:-1:-1:21:0:0:3:0:8,12/9,,,
937,XGID=-EB-------------a--bbbbcc-:1:-1:1:32:0:0:3:0:8,2/Off(2),,,
937,XGID=-E--------------a--bbbbcc-:1:-1:-1:21:0:0:3:0:8,9/6,,,
937,XGID=-E-----------------cbbbcc-:1:-1:1:43:0:0:3:0:8,1/Off(2),,,
937,XGID=-C-----------------cbbbcc-:1:-1:-1:53:0:0:3:0:8,5/Off 3/Off,,,
937,XGID=-C-----------------cabacc-:1:-1:1:33:0:0:3:0:8,1/Off(3),,,
938,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
938,XGID=-b----E-C---eE---c-e----B-:0:0:1:54:0:0:3:0:8,24/20 13/8,,,
938,XGID=-b----E-D---eD---c-eA---A-:0:0:-1:64:0:0:3:0:8,8/2 6/2,,,
938,XGID=-b----E-D---eD---b-dA--bA-:0:0:1:52:0:0:3:0:8,20/13,,,
938,XGID=-b----E-D---eE---b-d---bA-:0:0:-1:22:0:0:3:0:8,13/11(2) 6/4(2),,,
938,XGID=-b----E-D---cEb--b-b-b-bA-:0:0:1:52:0:0:3:0:8,13/11 13/8,,,
938,XGID=-b----E-E--AcCb--b-b-b-bA-:0:0:-1:00:0:0:3:0:8,,0.281,0.122,1.0
938,XGID=-b----E-E--AcCb--b-b-b-bA-:0:0:-1:42:0:0:3:0:8,13/9 11/9,,,
938,XGID=-b----E-E--AbCa-bb-b-b-bA-:0:0:1:11:0:0:3:0:8,8/7(2) 6/5(2),,,
938,XGID=-b---BCBC--AbCa-bb-b-b-bA-:0:0:-1:32:0:0:3:0:8,24/22 24/21,,,
938,XGID=---aaBCBC--AbCa-bb-b-b-bA-:0:0:1:42:0:0:3:0:8,8/4* 6/4,,,
938,XGID=a--aBBBBB--AbCa-bb-b-b-bA-:0:0:-1:41:0:0:3:0:8,Bar/24 9/5,,,
938,XGID=-a-aBBBBB--AbCa-ab-bab-bA-:0:0:1:D:0:0:3:0:8,,0.871,1.35,1.0
939,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
939,XGID=-b----E-C---eE---c-e----B-:0:0:1:64:0:0:3:0:8,24/18 13/9,,,
939,XGID=-b----E-CA--eD---cAe----A-:0:0:-1:31:0:0:3:0:8,24/21 8/7*,,,
939,XGID=-a--a-E-CA--eD---bae----AA:0:0:1:53:0:0:3:0:8,Bar/22 9/4*,,,
939,XGID=aa--A-E-C---eD---bae--A-A-:0:0:-1:44:0:0:3:0:8,Bar/21* 8/4(2) 7/3*,,,
939,XGID=-a--a-E-C---eD-----e-ba-AB:0:0:1:21:0:0:3:0:8,Bar/24 Bar/23,,,
939,XGID=-a--a-E-C---eD-----e-baAB-:0:0:-1:00:0:0:3:0:8,,0.388,0.247,1.0
939,XGID=-a--a-E-C---eD-----e-baAB-:0:0:-1:65:0:0:3:0:8,21/10,,,
939,XGID=-a----E-C---eD-a---e-baAB-:0:0:1:64:0:0:3:0:8,8/2 6/2,,,
939,XGID=-aB---D-B---eD-a---e-baAB-:0:0:-1:00:0:0:3:0:8,,0.517,0.414,1.0
939,XGID=-aB---D-B---eD-a---e-baAB-:0:0:-1:32:0:0:3:0:8,13/11 6/3,,,
939,XGID=-aB---D-B---dDaa---d-bbAB-:0:0:1:63:0:0:3:0:8,24/15*,,,
939,XGID=aaB---D-B---dDaA---d-bbAA-:0:0:-1:00:0:0:3:0:8,,0.431,0.351,1.0
939,XGID=aaB---D-B---dDaA---d-bbAA-:0:0:-1:11:0:0:3:0:8,Bar/24 11/10* 6/5(2),,,
939,XGID=-bB---D-B---dD-a---bbbbAAA:0:0:1:63:0:0:3:0:8,Cannot Move,,,
939,XGID=-bB---D-B---dD-a---bbbbAAA:0:0:-1:D:0:0:3:0:8,,0.99,1.649,1.0
940,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
940,XGID=-b----E-C---eE---c-e----B-:0:0:1:21:0:0:3:0:8,13/11 6/5,,,
940,XGID=-b---AD-C--AeD---c-e----B-:0:0:-1:33:0:0:3:0:8,24/21(2) 8/5(2),,,
940,XGID=----bAD-C--AeD---a-eb---B-:0:0:1:52:0:0:3:0:8,24/17*,,,
940,XGID=a---bAD-C--AeD---A-eb---A-:0:0:-1:52:0:0:3:0:8,Bar/20* 13/11,,,
940,XGID=----baD-C--AdDa--A-eb---AA:0:0:1:42:0:0:3:0:8,Bar/21 13/11,,,
940,XGID=----baD-C--BdCa--A-ebA--A-:0:0:-1:51:0:0:3:0:8,21/20 13/8*,,,
940,XGID=----abD-C--BcCa--a-ebA--AA:0:0:1:41:0:0:3:0:8,Bar/24 21/17*,,,
940,XGID=a---abD-C--BcCa--A-eb---B-:0:0:-1:52:0:0:3:0:8,Bar/23 13/8*,,,
940,XGID=--a-abD-C--BbCa--a-eb---BA:0:0:1:64:0:0:3:0:8,Bar/15,,,
940,XGID=--a-abD-C--BbCaA-a-eb---B-:0:0:-1:66:0:0:3:0:8,21/9 13/7(2),,,
940,XGID=--a--bD-C--B-CaAaabeb---B-:0:0:1:62:0:0:3:0:8,24/16*,,,
940,XGID=a-a--bD-C--B-CaAAabeb---A-:0:0:-1:22:0:0:3:0:8,Bar/23 11/9* 6/4(2),,,
940,XGID=--b--bD-C--B-C-Aaabcbb--AA:0:0:1:33:0:0:3:0:8,Bar/22 13/10(3),,,
940,XGID=--b--bD-C-CB---AaabcbbA-A-:1:1:-1:D:0:0:3:0:8,,0.634,0.689,1.0
940,XGID=--b--bD-C-CB---AaabcbbA-A-:1:1:-1:22:0:0:3:0:8,7/3*(2),,,
940,XGID=--b--bD-C-CB---Aaa-cbbb-AA:1:1:1:42:0:0:3:0:8,Bar/23 15/11,,,
940,XGID=--b--bD-C-CC----aa-cbbbAA-:1:1:-1:44:0:0:3:0:8,20/16(2) 9/5 6/2*,,,
940,XGID=--b---D-CbCC-----a-bcbbaAA:1:1:1:53:0:0:3:0:8,Cannot Move,,,
940,XGID=--b---D-CbCC-----a-bcbbaAA:1:1:-1:21:0:0:3:0:8,5/2,,,
940,XGID=--b---D-CbCC-----a-bbbbbAA:1:1:1:44:0:0:3:0:8,Cannot Move,,,
940,XGID=--b---D-CbCC-----a-bbbbbAA:1:1:-1:63:0:0:3:0:8,23/20 16/10,,,
940,XGID=--a--aD-CaCC---a-a-bbbbbAA:1:1:1:65:0:0:3:0:8,Cannot Move,,,
940,XGID=--a--aD-CaCC---a-a-bbbbbAA:1:1:-1:53:0:0:3:0:8,23/18 10/7,,,
940,XGID=-----aDaCaCC-----aabbbbbAA:1:1:1:31:0:0:3:0:8,Bar/24 10/7*,,,
940,XGID=a----aDACaBC-----aabbbbbB-:1:1:-1:51:0:0:3:0:8,Bar/20 8/7,,,
940,XGID=-----bDACaBC------bbbbbbB-:1:1:1:65:0:0:3:0:8,7/1 6/1,,,
940,XGID=-B---bC-CaBC------bbbbbbB-:1:1:-1:32:0:0:3:0:8,20/18 16/13,,,
940,XGID=-B---aCaC-BCa-----bbbbbbB-:1:1:1:55:0:0:3:0:8,11/6(3) 8/3,,,
940,XGID=-B-A-aFaB-B-a-----bbbbbbB-:1:1:-1:66:0:0:3:0:8,20/8 18/6,,,
940,XGID=-B-A--F-B-B-a----abcbbbbB-:1:1:1:51:0:0:3:0:8,8/3 6/5,,,
940,XGID=-B-B-AE-A-B-a----abcbbbbB-:1:1:-1:44:0:0:3:0:8,13/9 8/4 7/3(2),,,
940,XGID=-B-B-AE-A-B-----a--cbcdbB-:1:1:1:42:0:0:3:0:8,6/4 6/2,,,
940,XGID=-BABAAC-A-B-----a--cbcdbB-:1:1:-1:64:0:0:3:0:8,9/5 6/Off,,,
940,XGID=-BABAAC-A-B--------bccdbB-:1:1:1:31:0:0:3:0:8,10/7 6/5,,,
940,XGID=-BABABBAA-A--------bccdbB-:1:1:-1:43:0:0:3:0:8,6/3 6/2,,,
940,XGID=-BABABBAA-A---------ccecB-:1:1:1:66:0:0:3:0:8,24/6 10/4,,,
940,XGID=-BABBBCAA-----------ccecA-:1:1:-1:51:0:0:3:0:8,5/Off 3/2,,,
940,XGID=-BABBBCAA-----------bcddA-:1:1:1:52:0:0:3:0:8,7/2 6/4,,,
940,XGID=-BBBCBB-A-----------bcddA-:1:1:-1:52:0:0:3:0:8,5/3 5/Off,,,
940,XGID=-BBBCBB-A------------cedA-:1:1:1:42:0:0:3:0:8,8/2,,,
940,XGID=-BCBCBB--------------cedA-:1:1:-1:52:0:0:3:0:8,4/Off 2/Off,,,
940,XGID=-BCBCBB--------------becA-:1:1:1:51:0:0:3:0:8,24/18,,,
940,XGID=-BCBCBB-----------A--bec--:1:1:-1:65:0:0:3:0:8,4/Off(2),,,
940,XGID=-BCBCBB-----------A---ec--:1:1:1:53:0:0:3:0:8,18/10,,,
940,XGID=-BCBCBB---A-----------ec--:1:1:-1:61:0:0:3:0:8,3/Off 2/1,,,
940,XGID=-BCBCBB---A-----------dba-:1:1:1:64:0:0:3:0:8,10/Off,,,
940,XGID=-BCBCBB---------------dba-:1:1:-1:32:0:0:3:0:8,3/Off 2/Off,,,
940,XGID=-BCBCBB---------------caa-:1:1:1:43:0:0:3:0:8,4/Off 3/Off,,,
940,XGID=-BCABBB---------------caa-:1:1:-1:22:0:0:3:0:8,3/1(3) 2/Off,,,
940,XGID=-BCABBB-----------------d-:1:1:1:43:0:0:3:0:8,4/Off 3/Off,,,
940,XGID=-BC-ABB-----------------d-:1:1:-1:64:0:0:3:0:8,1/Off(2),,,
940,XGID=-BC-ABB-----------------b-:1:1:1:51:0:0:3:0:8,5/Off 1/Off,,,
940,XGID=-AC-AAB-----------------b-:1:1:-1:31:0:0:3:0:8,1/Off(2),,,
941,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
941,XGID=-b----E-C---eE---c-e----B-:0:0:1:43:0:0:3:0:8,13/10 13/9,,,
941,XGID=-b----E-CAA-eC---c-e----B-:0:0:-1:42:0:0:3:0:8,8/4 6/4,,,
941,XGID=-b----E-CAA-eC---b-d-b--B-:0:0:1:61:0:0:3:0:8,24/18 10/9,,,
941,XGID=-b----E-CB--eC---bAd-b--A-:0:0:-1:31:0:0:3:0:8,13/10 8/7*,,,
941,XGID=-b----E-CB--dC-a-aad-b--AA:0:0:1:64:0:0:3:0:8,Cannot Move,,,
941,XGID=-b----E-CB--dC-a-aad-b--AA:0:0:-1:00:0:0:3:0:8,,0.449,0.375,1.0
941,XGID=-b----E-CB--dC-a-aad-b--AA:0:0:-1:61:0:0:3:0:8,13/7 10/9,,,
941,XGID=-b----E-CB--cC--aabd-b--AA:0:0:1:64:0:0:3:0:8,Cannot Move,,,
941,XGID=-b----E-CB--cC--aabd-b--AA:1:1:-1:D:0:0:3:0:8,,0.67,0.716,1.0
941,XGID=-b----E-CB--cC--aabd-b--AA:1:1:-1:54:0:0:3:0:8,13/9 13/8,,,
941,XGID=-b----E-CB--aC--bbbd-b--AA:1:1:1:61:0:0:3:0:8,Bar/24 13/7,,,
941,XGID=-b----EACB--aB--bbbd-b--B-:1:1:-1:43:0:0:3:0:8,9/5 8/5,,,
941,XGID=-b----EACB--aB--aabdbb--B-:1:1:1:61:0:0:3:0:8,13/7 13/12*,,,
941,XGID=ab----EBCB--A---aabdbb--B-:1:1:-1:31:0:0:3:0:8,Bar/22 9/8,,,
941,XGID=-b-a--EBCB--A----bbdbb--B-:1:1:1:61:0:0:3:0:8,24/23 12/6,,,
941,XGID=-b-a--FBCB-------bbdbb-AA-:1:1:-1:32:0:0:3:0:8,24/21 22/20,,,
941,XGID=-a--aaFBCB-------bbdbb-AA-:1:1:1:53:0:0:3:0:8,8/3 6/3,,,
941,XGID=-a-BaaEBBB-------bbdbb-AA-:1:1:-1:53:0:0:3:0:8,24/21 20/15,,,
941,XGID=---Bb-EBBBa------bbdbb-AA-:1:1:1:41:0:0:3:0:8,24/23 6/2,,,
941,XGID=--ABb-DBBBa------bbdbb-B--:1:1:-1:43:0:0:3:0:8,15/11 6/3,,,
941,XGID=--ABb-DBBB----a--bbcbbaB--:1:1:1:21:0:0:3:0:8,7/5 6/5,,,
941,XGID=--ABbBCABB----a--bbcbbaB--:1:1:-1:42:0:0:3:0:8,11/5,,,
941,XGID=--ABbBCABB-------bbccbaB--:1:1:1:61:0:0:3:0:8,23/22* 22/16,,,
941,XGID=a-ABbBCABB------Abbccb-A--:1:1:-1:33:0:0:3:0:8,Cannot Move,,,
941,XGID=a-ABbBCABB------Abbccb-A--:1:1:1:54:0:0:3:0:8,16/12 7/2,,,
941,XGID=a-BBbBC-BB--A----bbccb-A--:1:1:-1:42:0:0:3:0:8,Bar/21 6/4,,,
941,XGID=--BBcBC-BB--A----bbbcc-A--:1:1:1:21:0:0:3:0:8,12/9,,,
941,XGID=--BBcBC-BC-------bbbcc-A--:1:1:-1:43:0:0:3:0:8,21/14,,,
941,XGID=--BBbBC-BC-a-----bbbcc-A--:1:1:1:53:0:0:3:0:8,9/1,,,
941,XGID=-ABBbBC-BB-a-----bbbcc-A--:1:1:-1:63:0:0:3:0:8,21/18 21/15,,,
941,XGID=-ABB-BCaBBaa-----bbbcc-A--:1:1:1:53:0:0:3:0:8,9/6 9/4,,,
941,XGID=-ABBABDaB-aa-----bbbcc-A--:1:1:-1:41:0:0:3:0:8,18/13,,,
941,XGID=-ABBABD-B-aaa----bbbcc-A--:1:1:1:51:0:0:3:0:8,23/22 6/1,,,
941,XGID=-BBBABC-B-aaa----bbbccA---:1:1:-1:41:0:0:3:0:8,7/3* 4/3,,,
941,XGID=-BBBABC-B-aaa----babcbb--A:1:1:1:54:0:0:3:0:8,Cannot Move,,,
941,XGID=-BBBABC-B-aaa----babcbb--A:1:1:-1:54:0:0:3:0:8,15/11 14/9,,,
941,XGID=-BBBABC-B---a-a-ababcbb--A:1:1:1:41:0:0:3:0:8,Bar/24 8/4,,,
941,XGID=-BBBBBC-A---a-a-ababcbb-A-:1:1:-1:44:0:0:3:0:8,13/1* 11/7,,,
941,XGID=-BBBBBC-A-------abbbcbb-aA:1:1:1:61:0:0:3:0:8,Bar/24* 8/2,,,
941,XGID=aBCBBBC---------abbbcbb-A-:1:1:-1:61:0:0:3:0:8,Cannot Move,,,
941,XGID=aBCBBBC---------abbbcbb-A-:1:1:1:32:0:0:3:0:8,6/1,,,
941,XGID=aCCBBBB---------abbbcbb-A-:1:1:-1:21:0:0:3:0:8,Cannot Move,,,
941,XGID=aCCBBBB---------abbbcbb-A-:1:1:1:64:0:0:3:0:8,6/2,,,
941,XGID=aCDBBBA---------abbbcbb-A-:1:1:-1:41:0:0:3:0:8,Cannot Move,,,
941,XGID=aCDBBBA---------abbbcbb-A-:1:1:1:42:0:0:3:0:8,6/4 5/1,,,
941,XGID=aDDBCA----------abbbcbb-A-:1:1:-1:32:0:0:3:0:8,Cannot Move,,,
941,XGID=aDDBCA----------abbbcbb-A-:1:1:1:32:0:0:3:0:8,5/3 4/1,,,
941,XGID=aEDCB-----------abbbcbb-A-:1:1:-1:66:0:0:3:0:8,Bar/13 8/2(2),,,
941,XGID=-EDCB-------a---a-bbcbbbA-:1:1:1:53:0:0:3:0:8,4/1,,,
941,XGID=-FDCA-------a---a-bbcbbbA-:1:1:-1:53:0:0:3:0:8,9/1*,,,
941,XGID=-FDCA-------a-----bbcbbbaA:1:1:1:64:0:0:3:0:8,Cannot Move,,,
941,XGID=-FDCA-------a-----bbcbbbaA:1:1:-1:55:0:0:3:0:8,13/3 7/2(2),,,
941,XGID=-FDCA--------------bcbcdaA:1:1:1:41:0:0:3:0:8,Bar/24*,,,
